clock	watch	T_int	T_ext	T_set	Cp	Ci	Cd	Hp	Hi	Hd
20200714 140520	1537.971	28.86	30.2	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140522	1540.018	28.83	30.18	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140524	1542.067	28.82	30.16	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140526	1544.115	28.79	30.16	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140528	1546.168	28.77	30.14	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140531	1548.216	28.75	30.13	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140533	1550.257	28.72	30.12	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140535	1552.31	28.7	30.09	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140537	1554.356	28.68	30.09	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140539	1556.407	28.66	30.07	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140541	1558.447	28.63	30.07	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140543	1560.495	28.61	30.04	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140545	1562.55	28.59	30.02	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140547	1564.59	28.57	30.02	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140549	1566.637	28.55	30.0	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140551	1568.694	28.52	29.99	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140553	1570.733	28.5	29.97	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140555	1572.783	28.48	29.95	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140557	1574.829	28.45	29.95	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140559	1576.883	28.44	29.93	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140601	1578.927	28.42	29.92	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140603	1580.971	28.39	29.9	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140605	1583.025	28.38	29.88	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140607	1585.067	28.37	29.88	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140609	1587.113	28.36	29.86	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140611	1589.166	28.34	29.85	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140614	1591.208	28.34	29.83	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140616	1593.262	28.33	29.81	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140618	1595.31	28.33	29.81	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140620	1597.352	28.33	29.79	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140622	1599.402	28.33	29.78	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140624	1601.453	28.33	29.76	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140626	1603.501	28.34	29.74	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140628	1605.548	28.35	29.73	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140630	1607.609	28.36	29.71	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140632	1609.659	28.37	29.71	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140634	1611.708	28.39	29.69	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140636	1613.752	28.4	29.67	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140638	1615.802	28.43	29.66	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140640	1617.85	28.44	29.64	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140642	1619.896	28.47	29.64	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140644	1621.937	28.51	29.62	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140646	1623.985	28.52	29.6	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140648	1626.039	28.57	29.59	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140650	1628.085	28.59	29.57	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140652	1630.135	28.63	29.57	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140654	1632.177	28.69	29.55	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140657	1634.23	28.71	29.52	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140659	1636.271	28.77	29.52	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140701	1638.318	28.8	29.5	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140703	1640.371	28.86	29.5	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140705	1642.422	28.92	29.48	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140707	1644.464	28.95	29.46	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140709	1646.514	29.02	29.46	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140711	1648.563	29.05	29.44	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140713	1650.604	29.11	29.43	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140715	1652.656	29.17	29.42	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140717	1654.706	29.2	29.4	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140719	1656.752	29.27	29.39	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140721	1658.801	29.3	29.37	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140723	1660.851	29.36	29.37	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140725	1662.898	29.43	29.35	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140727	1664.941	29.46	29.33	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140729	1666.994	29.52	29.33	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140731	1669.035	29.55	29.31	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140733	1671.085	29.61	29.31	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140735	1673.135	29.68	29.3	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140737	1675.195	29.71	29.28	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140740	1677.245	29.77	29.28	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140742	1679.289	29.8	29.26	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140744	1681.336	29.86	29.26	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140746	1683.386	29.92	29.25	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140748	1685.436	29.95	29.23	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140750	1687.478	30.02	29.23	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140752	1689.525	30.05	29.22	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140754	1691.571	30.11	29.22	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140756	1693.621	30.17	29.21	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140758	1695.671	30.2	29.19	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140800	1697.718	30.27	29.19	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140802	1699.769	30.3	29.18	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140804	1701.811	30.36	29.18	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140806	1703.857	30.42	29.17	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140808	1705.905	30.45	29.16	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140810	1707.953	30.51	29.16	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140812	1710.005	30.54	29.15	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140814	1712.054	30.6	29.14	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140816	1714.098	30.66	29.14	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140818	1716.149	30.69	29.13	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140820	1718.198	30.75	29.13	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140823	1720.242	30.78	29.13	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140825	1722.29	30.85	29.12	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140827	1724.337	30.91	29.12	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140829	1726.387	30.94	29.11	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140831	1728.437	31.0	29.11	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140833	1730.479	31.03	29.11	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140835	1732.53	31.09	29.1	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140837	1734.576	31.15	29.1	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140839	1736.623	31.18	29.1	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140841	1738.672	31.24	29.1	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140843	1740.714	31.27	29.1	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140845	1742.767	31.33	29.09	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140847	1744.808	31.39	29.1	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140849	1746.863	31.42	29.09	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140851	1748.906	31.48	29.1	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140853	1750.958	31.51	29.09	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140855	1753.005	31.58	29.09	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140857	1755.05	31.64	29.09	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140859	1757.101	31.67	29.1	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140910	1767.338	31.91	29.11	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140912	1769.388	31.97	29.11	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140914	1771.431	32.01	29.11	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140916	1773.475	32.07	29.11	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140918	1775.53	32.13	29.12	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140920	1777.576	32.16	29.12	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140922	1779.625	32.22	29.13	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140924	1781.69	32.25	29.13	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140926	1783.732	32.31	29.13	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140928	1785.787	32.37	29.14	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140930	1787.827	32.4	29.15	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140932	1789.875	32.46	29.15	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140934	1791.928	32.49	29.16	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140936	1793.969	32.54	29.16	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140938	1796.025	32.6	29.17	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140940	1798.064	32.63	29.18	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140942	1800.113	32.69	29.18	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140944	1802.16	32.72	29.19	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140947	1804.211	32.78	29.19	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140949	1806.262	32.84	29.2	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140951	1808.307	32.87	29.21	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140953	1810.357	32.93	29.22	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140955	1812.407	32.96	29.23	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140957	1814.447	33.01	29.23	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 140959	1816.496	33.07	29.25	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141001	1818.542	33.1	29.26	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141003	1820.592	33.16	29.26	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141005	1822.642	33.19	29.28	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141007	1824.685	33.25	29.28	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141009	1826.737	33.31	29.29	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141011	1828.783	33.34	29.31	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141013	1830.828	33.4	29.31	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141015	1832.879	33.43	29.33	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141017	1834.928	33.49	29.33	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141019	1836.972	33.54	29.35	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141021	1839.018	33.57	29.37	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141023	1841.07	33.63	29.37	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141025	1843.114	33.66	29.39	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141027	1845.16	33.72	29.39	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141030	1847.211	33.78	29.41	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141032	1849.259	33.81	29.43	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141034	1851.309	33.87	29.43	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141036	1853.351	33.9	29.45	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141038	1855.404	33.96	29.46	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141040	1857.446	34.02	29.48	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141042	1859.494	34.04	29.5	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141044	1861.544	34.1	29.5	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141046	1863.594	34.13	29.52	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141048	1865.644	34.19	29.53	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141050	1867.683	34.25	29.55	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141052	1869.729	34.27	29.57	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141054	1871.78	34.33	29.57	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141056	1873.848	34.36	29.59	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141058	1875.894	34.42	29.6	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141100	1877.944	34.48	29.62	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141102	1879.991	34.51	29.65	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141104	1882.038	34.57	29.65	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141106	1884.079	34.6	29.67	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141108	1886.134	34.65	29.68	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141110	1888.181	34.71	29.71	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141113	1890.229	34.74	29.73	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141115	1892.276	34.8	29.74	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141117	1894.326	34.83	29.76	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141119	1896.371	34.88	29.77	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141121	1898.412	34.93	29.79	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141123	1900.463	34.96	29.82	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141125	1902.512	35.0	29.83	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141127	1904.562	35.03	29.85	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141129	1906.612	35.07	29.86	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141131	1908.657	35.11	29.88	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141133	1910.705	35.13	29.91	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141135	1912.745	35.16	29.92	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141137	1914.795	35.18	29.94	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141139	1916.847	35.21	29.95	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141141	1918.895	35.24	29.98	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141143	1920.942	35.25	30.01	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141145	1922.985	35.27	30.02	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141147	1925.037	35.27	30.04	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141149	1927.083	35.29	30.05	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141151	1929.126	35.3	30.08	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141153	1931.174	35.3	30.11	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141156	1933.221	35.3	30.11	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141158	1935.268	35.3	30.14	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141200	1937.317	35.3	30.15	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141202	1939.37	35.29	30.18	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141204	1941.414	35.28	30.21	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141206	1943.465	35.26	30.21	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141208	1945.514	35.25	30.24	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141210	1947.556	35.22	30.25	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141212	1949.604	35.19	30.28	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141214	1951.652	35.18	30.31	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141216	1953.696	35.15	30.32	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141218	1955.746	35.13	30.35	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141220	1957.796	35.1	30.35	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141222	1959.844	35.06	30.39	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141224	1961.891	35.05	30.42	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141226	1963.939	35.02	30.42	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141228	1965.984	35.0	30.45	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141230	1968.034	34.97	30.46	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141232	1970.082	34.93	30.49	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141234	1972.129	34.92	30.52	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141236	1974.177	34.89	30.52	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141239	1976.24	34.87	30.55	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141241	1978.288	34.84	30.56	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141243	1980.336	34.8	30.59	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141245	1982.383	34.78	30.62	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141247	1984.431	34.75	30.63	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141249	1986.479	34.74	30.65	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141251	1988.526	34.7	30.66	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141253	1990.574	34.67	30.69	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141255	1992.621	34.65	30.72	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141257	1994.669	34.62	30.72	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141259	1996.713	34.61	30.75	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141301	1998.763	34.57	30.76	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141303	2000.81	34.54	30.79	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141305	2002.859	34.53	30.81	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141307	2004.902	34.49	30.82	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141309	2006.952	34.48	30.84	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141311	2008.998	34.45	30.85	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141313	2011.048	34.41	30.88	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141315	2013.097	34.4	30.9	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141317	2015.145	34.37	30.91	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141319	2017.193	34.35	30.93	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141322	2019.24	34.32	30.94	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141324	2021.287	34.29	30.96	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141326	2023.335	34.27	30.99	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141328	2025.386	34.24	30.99	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141330	2027.43	34.23	31.01	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141332	2029.478	34.19	31.02	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141334	2031.523	34.16	31.04	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141336	2033.573	34.15	31.06	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141338	2035.621	34.11	31.07	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141340	2037.664	34.1	31.09	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141342	2039.716	34.07	31.1	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141344	2041.761	34.03	31.12	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141346	2043.809	34.02	31.14	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141348	2045.857	33.99	31.15	30.0	1	0.0	0.0	0.5	0.5	0.0
20200714 141350	2047.902	33.97	31.16	30.0	1	0.0	0.0	0.5	0.5	0.0
